year_film;year_ceremony;ceremony;Category;gender;name;Race;film;winner
1987;1988;60;BEST PICTURE;Female;Stanley R. Jaffe and Sherry Lansing, Producers;White;Fatal Attraction;FALSO
1987;1988;60;BEST PICTURE;Male;John Boorman, Producer;White;Hope and Glory;FALSO
1987;1988;60;BEST PICTURE;Male;Jeremy Thomas, Producer;White;The Last Emperor;VERDADEIRO
1987;1988;60;BEST PICTURE;Male;Patrick Palmer and Norman Jewison, Producers;White;Moonstruck;FALSO
1987;1988;60;SHORT FILM (Animated);Female;Eunice Macaulay, Producer;White;George and Rosemary;FALSO
1987;1988;60;SHORT FILM (Animated);Male;Fr?¸d?¸ric Back, Producer;White;The Man Who Planted Trees;VERDADEIRO
1987;1988;60;SHORT FILM (Animated);Male;Bill Plympton, Producer;White;Your Face;FALSO
1987;1988;60;SHORT FILM (Live Action);Female;Ann Wingate, Producer;White;Making Waves;FALSO
1987;1988;60;SHORT FILM (Live Action);Female;Jonathan Sanger and Jana Sue Memel, Producers;White;Ray's Male Heterosexual Dance Hall;VERDADEIRO
1987;1988;60;SHORT FILM (Live Action);Male;Robert A. Katz, Producer;White;Shoeshine;FALSO
1987;1988;60;SOUND;Male;Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe;White;Empire of the Sun;FALSO
1987;1988;60;SOUND;Male;Bill Rowe, Ivan Sharrock;White;The Last Emperor;VERDADEIRO
1987;1988;60;SOUND;Male;Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson;White;Lethal Weapon;FALSO
1987;1988;60;SOUND;Male;Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald;White;RoboCop;FALSO
1987;1988;60;SOUND;Male;Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester;White;The Witches of Eastwick;FALSO
1987;1988;60;VISUAL EFFECTS;Male;Dennis Muren, William George, Harley Jessup, Kenneth Smith;White;Innerspace;VERDADEIRO
1987;1988;60;VISUAL EFFECTS;Male;Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston;White;Predator;FALSO
1987;1988;60;WRITING (Adapted Screenplay);Male;Tony Huston;White;The Dead;FALSO
1987;1988;60;WRITING (Adapted Screenplay);Male;James Dearden;White;Fatal Attraction;FALSO
1987;1988;60;WRITING (Adapted Screenplay);Male;Stanley Kubrick, Michael Herr, Gustav Hasford;White;Full Metal Jacket;FALSO
1987;1988;60;WRITING (Adapted Screenplay);Male;Mark Peploe, Bernardo Bertolucci;White;The Last Emperor;VERDADEIRO
1987;1988;60;WRITING (Adapted Screenplay);Male;Lasse Hallstr??m, Reidar J??nsson, Brasse Br?õnnstr??m, Per Berglund;White;My Life as a Dog;FALSO
1987;1988;60;WRITING (Screenplay Written Directly for the Screen);Male;Louis Malle;White;Au Revoir Les Enfants (Goodbye, Children);FALSO
1987;1988;60;WRITING (Screenplay Written Directly for the Screen);Male;James L. Brooks;White;Broadcast News;FALSO
1987;1988;60;WRITING (Screenplay Written Directly for the Screen);Male;John Boorman;White;Hope and Glory;FALSO
1987;1988;60;WRITING (Screenplay Written Directly for the Screen);Male;John Patrick Shanley;White;Moonstruck;VERDADEIRO
1987;1988;60;WRITING (Screenplay Written Directly for the Screen);Male;Woody Allen;White;Radio Days;FALSO
1987;1988;60;SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing);Male;Stephen Flick, John Pospisil;White;RoboCop;VERDADEIRO
1987;1988;60;IRVING G. THALBERG MEMORIAL AWARD;Male;Billy Wilder;White;;VERDADEIRO
1988;1989;61;PRODUCTION DESIGN;Male;"Art Direction:  Albert Brenner;  Set Decoration:  Garrett Lewis";White;Beaches;FALSO
1988;1989;61;PRODUCTION DESIGN;Male;"Art Direction:  Stuart Craig;  Set Decoration:  Gerard James";White;Dangerous Liaisons;VERDADEIRO
1988;1989;61;PRODUCTION DESIGN;Female;"Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna";White;Rain Man;FALSO
1988;1989;61;PRODUCTION DESIGN;Male;"Art Direction:  Dean Tavoularis;  Set Decoration:  Armin Ganz";White;Tucker The Man and His Dream;FALSO
1988;1989;61;PRODUCTION DESIGN;Male;"Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt";White;Who Framed Roger Rabbit;FALSO
1988;1989;61;CINEMATOGRAPHY;Male;Peter Biziou;White;Mississippi Burning;VERDADEIRO
1988;1989;61;CINEMATOGRAPHY;Male;John Seale;White;Rain Man;FALSO
1988;1989;61;CINEMATOGRAPHY;Male;Conrad L. Hall;White;Tequila Sunrise;FALSO
1988;1989;61;CINEMATOGRAPHY;Male;Sven Nykvist;White;The Unbearable Lightness of Being;FALSO
1988;1989;61;CINEMATOGRAPHY;Male;Dean Cundey;White;Who Framed Roger Rabbit;FALSO
1988;1989;61;COSTUME DESIGN;Female;Deborah Nadoolman;White;Coming to America;FALSO
1988;1989;61;COSTUME DESIGN;Male;James Acheson;White;Dangerous Liaisons;VERDADEIRO
1988;1989;61;COSTUME DESIGN;Female;Jane Robinson;White;A Handful of Dust;FALSO
1988;1989;61;COSTUME DESIGN;Female;Patricia Norris;White;Sunset;FALSO
1988;1989;61;COSTUME DESIGN;Female;Milena Canonero;White;Tucker The Man and His Dream;FALSO
1988;1989;61;DIRECTING;Male;Charles Crichton;White;A Fish Called Wanda;FALSO
1988;1989;61;DIRECTING;Male;Martin Scorsese;White;The Last Temptation of Christ;FALSO
1988;1989;61;DIRECTING;Male;Alan Parker;White;Mississippi Burning;FALSO
1988;1989;61;DIRECTING;Male;Barry Levinson;White;Rain Man;VERDADEIRO
1988;1989;61;DIRECTING;Male;Mike Nichols;White;Working Girl;FALSO
1988;1989;61;DOCUMENTARY (Feature);Male;Robert Bilheimer and Ronald Mix, Producers;White;The Cry of Reason - Beyers Naud?¸: An Afrikaner Speaks Out;FALSO
1988;1989;61;DOCUMENTARY (Feature);Male;Marcel Ophuls, Producer;White;Hotel Terminus: The Life and Times of Klaus Barbie;VERDADEIRO
1988;1989;61;DOCUMENTARY (Feature);Female;Bruce Weber and Nan Bush, Producers;White;Let's Get Lost;FALSO
1988;1989;61;DOCUMENTARY (Feature);Female;Ginny Durrin, Producer;White;Promises to Keep;FALSO
1988;1989;61;DOCUMENTARY (Feature);Female;Renee Tajima and Christine Choy, Producers;Asian;Who Killed Vincent Chin?;FALSO
1988;1989;61;DOCUMENTARY (Short Subject);Female;Karen Goodman, Producer;White;The Children's Storefront;FALSO
1988;1989;61;DOCUMENTARY (Short Subject);Female;Lise Yasui and Ann Tegnell, Producers;White;Family Gathering;FALSO
1988;1989;61;DOCUMENTARY (Short Subject);Male;Thomas B. Fleming and Daniel J. Marks, Producers;White;Gang Cops;FALSO
1988;1989;61;DOCUMENTARY (Short Subject);Female;Nancy Hale and Meg Partridge, Producers;White;Portrait of Imogen;FALSO
1988;1989;61;DOCUMENTARY (Short Subject);Male;William Guttentag and Malcolm Clarke, Producers;White;You Don't Have to Die;VERDADEIRO
1988;1989;61;FILM EDITING;Male;Frank J. Urioste, John F. Link;White;Die Hard;FALSO
1988;1989;61;FILM EDITING;Male;Stuart Baird;White;Gorillas in the Mist;FALSO
1988;1989;61;FILM EDITING;Male;Gerry Hambling;White;Mississippi Burning;FALSO
1988;1989;61;FILM EDITING;Male;Stu Linder;White;Rain Man;FALSO
1988;1989;61;FILM EDITING;Male;Arthur Schmidt;White;Who Framed Roger Rabbit;VERDADEIRO
1988;1989;61;FOREIGN LANGUAGE FILM;Male;Hungary;White;Hanussen;FALSO
1988;1989;61;FOREIGN LANGUAGE FILM;Male;Belgium;White;The Music Teacher;FALSO
1988;1989;61;FOREIGN LANGUAGE FILM;Male;Denmark;White;Pelle the Conqueror;VERDADEIRO
1988;1989;61;FOREIGN LANGUAGE FILM;Female;India;Asian;Salaam Bombay!;FALSO
1988;1989;61;FOREIGN LANGUAGE FILM;Male;Spain;White;Women on the Verge of a Nervous Breakdown;FALSO
1988;1989;61;MAKEUP;Female;Ve Neill, Steve La Porte, Robert Short;White;Beetlejuice;VERDADEIRO
1988;1989;61;MAKEUP;Male;Rick Baker;White;Coming to America;FALSO
1988;1989;61;MAKEUP;Female;Tom Burman, Bari Dreiband-Burman;White;Scrooged;FALSO
1988;1989;61;MUSIC (Original Score);Male;John Williams;White;The Accidental Tourist;FALSO
1988;1989;61;MUSIC (Original Score);Male;George Fenton;White;Dangerous Liaisons;FALSO
1988;1989;61;MUSIC (Original Score);Male;Maurice Jarre;White;Gorillas in the Mist;FALSO
1988;1989;61;MUSIC (Original Score);Male;Dave Grusin;White;The Milagro Beanfield War;VERDADEIRO
1988;1989;61;MUSIC (Original Score);Male;Hans Zimmer;White;Rain Man;FALSO
1988;1989;61;MUSIC (Original Song);Male;Music and Lyric by Bob Telson;White;Bagdad Cafe;FALSO
1988;1989;61;MUSIC (Original Song);Female;Music and Lyric by Carly Simon;Hispanic;Working Girl;VERDADEIRO
1988;1989;61;MUSIC (Original Song);Male;"Music by Lamont Dozier; Lyric by Phil Collins";Black;Buster;FALSO
1988;1989;61;BEST PICTURE;Male;Lawrence Kasdan, Charles Okun and Michael Grillo, Producers;White;The Accidental Tourist;FALSO
1988;1989;61;BEST PICTURE;Male;Norma Heyman and Hank Moonjean, Producers;White;Dangerous Liaisons;FALSO
1988;1989;61;BEST PICTURE;Male;Frederick Zollo and Robert F. Colesberry, Producers;White;Mississippi Burning;FALSO
1988;1989;61;BEST PICTURE;Male;Mark Johnson, Producer;White;Rain Man;VERDADEIRO
1988;1989;61;BEST PICTURE;Male;Douglas Wick, Producer;White;Working Girl;FALSO
1988;1989;61;SHORT FILM (Animated);Male;Cordell Barker;White;The Cat Came Back;FALSO
1988;1989;61;SHORT FILM (Animated);Male;Bill Kroyer, Brian Jennings;White;Technological Threat;FALSO
1988;1989;61;SHORT FILM (Animated);Male;John Lasseter, William Reeves;White;Tin Toy;VERDADEIRO
1988;1989;61;SHORT FILM (Live Action);Male;Dean Parisot, Steven Wright;White;The Appointments of Dennis Jennings;VERDADEIRO
1988;1989;61;SHORT FILM (Live Action);Female;Matia Karrell, Abbee Goldstein;White;Cadillac Dreams;FALSO
1988;1989;61;SHORT FILM (Live Action);Male;George deGolian, Gary Moss;White;Gullah Tales;FALSO
1988;1989;61;SOUND;Male;Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton;Black;Bird;VERDADEIRO
1988;1989;61;SOUND;Male;Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton;White;Die Hard;FALSO
1988;1989;61;SOUND;Male;Andy Nelson, Brian Saunders, Peter Handford;White;Gorillas in the Mist;FALSO
1988;1989;61;SOUND;Male;Robert Litt, Elliot Tyson, Rick Kline, Danny Michael;White;Mississippi Burning;FALSO
1988;1989;61;SOUND;Male;Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe;White;Who Framed Roger Rabbit;FALSO
1988;1989;61;SOUND EFFECTS EDITING;Male;Stephen H. Flick, Richard Shorr;White;Die Hard;FALSO
1988;1989;61;SOUND EFFECTS EDITING;Male;Charles L. Campbell, Louis L. Edemann;White;Who Framed Roger Rabbit;VERDADEIRO
1988;1989;61;SOUND EFFECTS EDITING;Male;Ben Burtt, Richard Hymns;White;Willow;FALSO
1988;1989;61;VISUAL EFFECTS;Male;Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris;White;Die Hard;FALSO
1988;1989;61;VISUAL EFFECTS;Male;Ken Ralston, Richard Williams, Edward Jones, George Gibbs;White;Who Framed Roger Rabbit;VERDADEIRO
1988;1989;61;VISUAL EFFECTS;Male;Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans;White;Willow;FALSO
1988;1989;61;WRITING (Adapted Screenplay);Male;Frank Galati, Lawrence Kasdan;White;The Accidental Tourist;FALSO
1988;1989;61;WRITING (Adapted Screenplay);Male;Christopher Hampton;White;Dangerous Liaisons;VERDADEIRO
1988;1989;61;WRITING (Adapted Screenplay);Female;"Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan, Tab Murphy";White;Gorillas in the Mist;FALSO
1988;1989;61;WRITING (Adapted Screenplay);Female;Christine Edzard;White;Little Dorrit;FALSO
1988;1989;61;WRITING (Adapted Screenplay);Male;Jean-Claude Carri?©re, Philip Kaufman;White;The Unbearable Lightness of Being;FALSO
1988;1989;61;WRITING (Screenplay Written Directly for the Screen);Female;Gary Ross, Anne Spielberg;White;Big;FALSO
1988;1989;61;WRITING (Screenplay Written Directly for the Screen);Male;Ron Shelton;White;Bull Durham;FALSO
1988;1989;61;WRITING (Screenplay Written Directly for the Screen);Male;"Screenplay by John Cleese;  Story by John Cleese, Charles Crichton";White;A Fish Called Wanda;FALSO
1988;1989;61;WRITING (Screenplay Written Directly for the Screen);Male;"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow";White;Rain Man;VERDADEIRO
1988;1989;61;WRITING (Screenplay Written Directly for the Screen);Female;Naomi Foner;White;Running on Empty;FALSO
1988;1989;61;SPECIAL ACHIEVEMENT AWARD;Male; Richard Williams for the animation direction of Who Framed Roger Rabbit.;White;;VERDADEIRO
1988;1989;61;HONORARY AWARD;Male; the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic;White;;VERDADEIRO
1988;1989;61;HONORARY AWARD;Male; Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.;White;;VERDADEIRO
1989;1990;62;PRODUCTION DESIGN;Female;"Art Direction:  Leslie Dilley;  Set Decoration:  Anne Kuljian";White;The Abyss;FALSO
1989;1990;62;PRODUCTION DESIGN;Female;"Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo";White;The Adventures of Baron Munchausen;FALSO
1989;1990;62;PRODUCTION DESIGN;Male;"Art Direction:  Anton Furst;  Set Decoration:  Peter Young";White;Batman;VERDADEIRO
1989;1990;62;PRODUCTION DESIGN;Male;"Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis";White;Driving Miss Daisy;FALSO
1989;1990;62;PRODUCTION DESIGN;Male;"Art Direction:  Norman Garwood;  Set Decoration:  Garrett Lewis";White;Glory;FALSO
1989;1990;62;CINEMATOGRAPHY;Male;Mikael Salomon;White;The Abyss;FALSO
1989;1990;62;CINEMATOGRAPHY;Male;Haskell Wexler;White;Blaze;FALSO
1989;1990;62;CINEMATOGRAPHY;Male;Robert Richardson;White;Born on the Fourth of July;FALSO
1989;1990;62;CINEMATOGRAPHY;Male;Michael Ballhaus;White;The Fabulous Baker Boys;FALSO
1989;1990;62;CINEMATOGRAPHY;Male;Freddie Francis;White;Glory;VERDADEIRO
1989;1990;62;COSTUME DESIGN;Female;Gabriella Pescucci;White;The Adventures of Baron Munchausen;FALSO
1989;1990;62;COSTUME DESIGN;Female;Elizabeth McBride;White;Driving Miss Daisy;FALSO
1989;1990;62;COSTUME DESIGN;Male;Joe I. Tompkins;White;Harlem Nights;FALSO
1989;1990;62;COSTUME DESIGN;Female;Phyllis Dalton;White;Henry V;VERDADEIRO
1989;1990;62;COSTUME DESIGN;Male;Theodor Pistek;White;Valmont;FALSO
1989;1990;62;DIRECTING;Male;Oliver Stone;White;Born on the Fourth of July;VERDADEIRO
1989;1990;62;DIRECTING;Male;Woody Allen;White;Crimes and Misdemeanors;FALSO
1989;1990;62;DIRECTING;Male;Peter Weir;White;Dead Poets Society;FALSO
1989;1990;62;DIRECTING;Male;Kenneth Branagh;White;Henry V;FALSO
1989;1990;62;DIRECTING;Male;Jim Sheridan;White;My Left Foot;FALSO
1989;1990;62;DOCUMENTARY (Feature);Female;Yvonne Smith;Black;Adam Clayton Powell;FALSO
1989;1990;62;DOCUMENTARY (Feature);Male;Robert Epstein and Bill Couturi?¸, Producers;White;Common Threads: Stories from the Quilt;VERDADEIRO
1989;1990;62;DOCUMENTARY (Feature);Male;Vince DiPersio and William Guttentag, Producers;White;Crack USA: County under Siege;FALSO
1989;1990;62;DOCUMENTARY (Feature);Female;Al Reinert and Betsy Broyles Breier, Producers;White;For All Mankind;FALSO
1989;1990;62;DOCUMENTARY (Feature);Female;Judith Leonard and Bill Jersey, Producers;White;Super Chief: The Life and Legacy of Earl Warren;FALSO
1989;1990;62;DOCUMENTARY (Short Subject);Male;David Petersen, Producer;White;Fine Food, Fine Pastries, Open 6 to 9;FALSO
1989;1990;62;DOCUMENTARY (Short Subject);Male;Charles Guggenheim, Producer;White;The Johnstown Flood;VERDADEIRO
1989;1990;62;DOCUMENTARY (Short Subject);Male;Ray Errol Fox, Producer;White;Yad Vashem: Preserving the Past to Ensure the Future;FALSO
1989;1990;62;FILM EDITING;Female;Noelle Boisson;White;The Bear;FALSO
1989;1990;62;FILM EDITING;Male;David Brenner, Joe Hutshing;White;Born on the Fourth of July;VERDADEIRO
1989;1990;62;FILM EDITING;Male;Mark Warner;White;Driving Miss Daisy;FALSO
1989;1990;62;FILM EDITING;Male;William Steinkamp;White;The Fabulous Baker Boys;FALSO
1989;1990;62;FILM EDITING;Male;Steven Rosenblum;White;Glory;FALSO
1989;1990;62;FOREIGN LANGUAGE FILM;Male;France;White;Camille Claudel;FALSO
1989;1990;62;FOREIGN LANGUAGE FILM;Male;Italy;White;Cinema Paradiso;VERDADEIRO
1989;1990;62;FOREIGN LANGUAGE FILM;Male;Canada;White;Jesus of Montreal;FALSO
1989;1990;62;FOREIGN LANGUAGE FILM;Male;Denmark;White;Waltzing Regitze;FALSO
1989;1990;62;FOREIGN LANGUAGE FILM;Male;Puerto Rico;White;What Happened to Santiago;FALSO
1989;1990;62;MAKEUP;Female;Maggie Weston, Fabrizio Sforza;White;The Adventures of Baron Munchausen;FALSO
1989;1990;62;MAKEUP;Male;Dick Smith, Ken Diaz, Greg Nelson;White;Dad;FALSO
1989;1990;62;MAKEUP;Female;Manlio Rocchetti, Lynn Barber, Kevin Haney;White;Driving Miss Daisy;VERDADEIRO
1989;1990;62;MUSIC (Original Score);Male;John Williams;White;Born on the Fourth of July;FALSO
1989;1990;62;MUSIC (Original Score);Male;David Grusin;White;The Fabulous Baker Boys;FALSO
1989;1990;62;MUSIC (Original Score);Male;James Horner;White;Field of Dreams;FALSO
1989;1990;62;MUSIC (Original Score);Male;John Williams;White;Indiana Jones and the Last Crusade;FALSO
1989;1990;62;MUSIC (Original Score);Male;Alan Menken;White;The Little Mermaid;VERDADEIRO
1989;1990;62;MUSIC (Original Song);Male;"Music by Tom Snow; Lyric by Dean Pitchford";White;Chances Are;FALSO
1989;1990;62;MUSIC (Original Song);Female;"Music by Marvin Hamlisch; Lyric by Alan Bergman and Marilyn Bergman";White;Shirley Valentine;FALSO
1989;1990;62;MUSIC (Original Song);Male;Music and Lyric by Randy Newman;White;Parenthood;FALSO
1989;1990;62;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Howard Ashman";White;The Little Mermaid;FALSO
1989;1990;62;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Howard Ashman";White;The Little Mermaid;VERDADEIRO
1989;1990;62;BEST PICTURE;Male;A. Kitman Ho and Oliver Stone, Producers;White;Born on the Fourth of July;FALSO
1989;1990;62;BEST PICTURE;Male;Steven Haft, Paul Junger Witt and Tony Thomas, Producers;White;Dead Poets Society;FALSO
1989;1990;62;BEST PICTURE;Female;Richard D. Zanuck and Lili Fini Zanuck, Producers;White;Driving Miss Daisy;VERDADEIRO
1989;1990;62;BEST PICTURE;Male;Lawrence Gordon and Charles Gordon, Producers;White;Field of Dreams;FALSO
1989;1990;62;BEST PICTURE;Male;Noel Pearson, Producer;White;My Left Foot;FALSO
1989;1990;62;SHORT FILM (Animated);Male;Christoph Lauenstein, Wolfgang Lauenstein;White;Balance;VERDADEIRO
1989;1990;62;SHORT FILM (Animated);Male;Alexander Petrov;White;The Cow;FALSO
1989;1990;62;SHORT FILM (Animated);Male;Mark Baker;White;The Hill Farm;FALSO
1989;1990;62;SHORT FILM (Live Action);Male;Robert Nixon;White;Amazon Diary;FALSO
1989;1990;62;SHORT FILM (Live Action);Male;Jonathan Tammuz;White;The Childeater;FALSO
1989;1990;62;SHORT FILM (Live Action);Male;James Hendrie;White;Work Experience;VERDADEIRO
1989;1990;62;SOUND;Male;Don Bassman, Kevin F. Cleary, Richard Overton, Lee Orloff;White;The Abyss;FALSO
1989;1990;62;SOUND;Male;Donald O. Mitchell, Kevin O'Connell, Greg P. Russell, Keith A. Wester;White;Black Rain;FALSO
1989;1990;62;SOUND;Male;Michael Minkler, Gregory H. Watkins, Wylie Stateman, Tod A. Maitland;White;Born on the Fourth of July;FALSO
1989;1990;62;SOUND;Male;Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II;Black;Glory;VERDADEIRO
1989;1990;62;SOUND;Male;Ben Burtt, Gary Summers, Shawn Murphy, Tony Dawe;White;Indiana Jones and the Last Crusade;FALSO
1989;1990;62;SOUND EFFECTS EDITING;Male;Milton C. Burrow, William L. Manger;White;Black Rain;FALSO
1989;1990;62;SOUND EFFECTS EDITING;Male;Ben Burtt, Richard Hymns;White;Indiana Jones and the Last Crusade;VERDADEIRO
1989;1990;62;SOUND EFFECTS EDITING;Male;Robert Henderson, Alan Robert Murray;White;Lethal Weapon 2;FALSO
1989;1990;62;VISUAL EFFECTS;Male;John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak;White;The Abyss;VERDADEIRO
1989;1990;62;VISUAL EFFECTS;Male;Richard Conway, Kent Houston;White;The Adventures of Baron Munchausen;FALSO
1989;1990;62;VISUAL EFFECTS;Male;Ken Ralston, Michael Lantieri, John Bell, Steve Gawley;White;Back to the Future Part II;FALSO
1989;1990;62;WRITING (Adapted Screenplay);Male;Oliver Stone, Ron Kovic;White;Born on the Fourth of July;FALSO
1989;1990;62;WRITING (Adapted Screenplay);Male;Alfred Uhry;White;Driving Miss Daisy;VERDADEIRO
1989;1990;62;WRITING (Adapted Screenplay);Male;Roger L. Simon, Paul Mazursky;White;Enemies, A Love Story;FALSO
1989;1990;62;WRITING (Adapted Screenplay);Male;Phil Alden Robinson;White;Field of Dreams;FALSO
1989;1990;62;WRITING (Adapted Screenplay);Male;Jim Sheridan, Shane Connaughton;White;My Left Foot;FALSO
1989;1990;62;WRITING (Screenplay Written Directly for the Screen);Male;Woody Allen;White;Crimes and Misdemeanors;FALSO
1989;1990;62;WRITING (Screenplay Written Directly for the Screen);Male;Tom Schulman;White;Dead Poets Society;VERDADEIRO
1989;1990;62;WRITING (Screenplay Written Directly for the Screen);Male;Spike Lee;Black;Do the Right Thing;FALSO
1989;1990;62;WRITING (Screenplay Written Directly for the Screen);Male;Steven Soderbergh;White;sex, lies, and videotape;FALSO
1989;1990;62;WRITING (Screenplay Written Directly for the Screen);Female;Nora Ephron;White;When Harry Met Sally...;FALSO
1989;1990;62;JEAN HERSHOLT HUMANITARIAN AWARD;Male;Howard W. Koch;White;;VERDADEIRO
1989;1990;62;HONORARY AWARD;Male; Akira Kurosawa for accomplishments that have inspired;Asian;;VERDADEIRO
1990;1991;63;PRODUCTION DESIGN;Male;"Art Direction:  Ezio Frigerio;  Set Decoration:  Jacques Rouxel";White;Cyrano de Bergerac;FALSO
1990;1991;63;PRODUCTION DESIGN;Male;"Art Direction:  Jeffrey Beecroft;  Set Decoration:  Lisa Dean";White;Dances With Wolves;FALSO
1990;1991;63;PRODUCTION DESIGN;Male;"Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson";White;Dick Tracy;VERDADEIRO
1990;1991;63;PRODUCTION DESIGN;Male;"Art Direction:  Dean Tavoularis;  Set Decoration:  Gary Fettis";White;The Godfather, Part III;FALSO
1990;1991;63;PRODUCTION DESIGN;Female;"Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo";White;Hamlet;FALSO
1990;1991;63;CINEMATOGRAPHY;Male;Allen Daviau;White;Avalon;FALSO
1990;1991;63;CINEMATOGRAPHY;Male;Dean Semler;White;Dances With Wolves;VERDADEIRO
1990;1991;63;CINEMATOGRAPHY;Male;Vittorio Storaro;White;Dick Tracy;FALSO
1990;1991;63;CINEMATOGRAPHY;Male;Gordon Willis;White;The Godfather, Part III;FALSO
1990;1991;63;CINEMATOGRAPHY;Male;Philippe Rousselot;White;Henry & June;FALSO
1990;1991;63;COSTUME DESIGN;Female;Gloria Gresham;White;Avalon;FALSO
1990;1991;63;COSTUME DESIGN;Female;Franca Squarciapino;White;Cyrano de Bergerac;VERDADEIRO
1990;1991;63;COSTUME DESIGN;Female;Elsa Zamparelli;White;Dances With Wolves;FALSO
1990;1991;63;COSTUME DESIGN;Female;Milena Canonero;White;Dick Tracy;FALSO
1990;1991;63;COSTUME DESIGN;Male;Maurizio Millenotti;White;Hamlet;FALSO
1990;1991;63;DIRECTING;Male;Kevin Costner;White;Dances With Wolves;VERDADEIRO
1990;1991;63;DIRECTING;Male;Francis Ford Coppola;White;The Godfather, Part III;FALSO
1990;1991;63;DIRECTING;Male;Martin Scorsese;White;Good Fellas;FALSO
1990;1991;63;DIRECTING;Male;Stephen Frears;White;The Grifters;FALSO
1990;1991;63;DIRECTING;Male;Barbet Schroeder;White;Reversal of Fortune;FALSO
1990;1991;63;DOCUMENTARY (Feature);Female;Barbara Kopple and Arthur Cohn, Producers;White;American Dream;VERDADEIRO
1990;1991;63;DOCUMENTARY (Feature);Male;Mark Kitchell, Producer;White;Berkeley in the Sixties;FALSO
1990;1991;63;DOCUMENTARY (Feature);Female;Mark Mori and Susan Robinson, Producers;White;Building Bombs;FALSO
1990;1991;63;DOCUMENTARY (Feature);Female;Judith Montell, Producer;White;Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade;FALSO
1990;1991;63;DOCUMENTARY (Feature);Male;Robert Hillmann and Eugene Corr, Producers;White;Waldo Salt: A Screenwriter's Journey;FALSO
1990;1991;63;DOCUMENTARY (Short Subject);Male;Kit Thomas, Producer;White;Burning Down Tomorrow;FALSO
1990;1991;63;DOCUMENTARY (Short Subject);Female;Karen Goodman and Kirk Simon, Producers;White;Chimps: So Like Us;FALSO
1990;1991;63;DOCUMENTARY (Short Subject);Male;Steven Okazaki, Producer;White;Days of Waiting;VERDADEIRO
1990;1991;63;DOCUMENTARY (Short Subject);Male;Derek Bromhall, Producer;White;Journey into Life: The World of the Unborn;FALSO
1990;1991;63;DOCUMENTARY (Short Subject);Female;Freida Lee Mock and Terry Sanders, Producers;White;Rose Kennedy: A Life to Remember;FALSO
1990;1991;63;FILM EDITING;Male;Neil Travis;White;Dances With Wolves;VERDADEIRO
1990;1991;63;FILM EDITING;Male;Walter Murch;White;Ghost;FALSO
1990;1991;63;FILM EDITING;Female;Barry Malkin, Lisa Fruchtman, Walter Murch;White;The Godfather, Part III;FALSO
1990;1991;63;FILM EDITING;Female;Thelma Schoonmaker;White;Good Fellas;FALSO
1990;1991;63;FILM EDITING;Male;Dennis Virkler, John Wright;White;The Hunt for Red October;FALSO
1990;1991;63;FOREIGN LANGUAGE FILM;Male;France;White;Cyrano de Bergerac;FALSO
1990;1991;63;FOREIGN LANGUAGE FILM;Male;Switzerland;White;Journey of Hope;VERDADEIRO
1990;1991;63;FOREIGN LANGUAGE FILM;Male;People's Republic of China;Asian;Ju Dou;FALSO
1990;1991;63;FOREIGN LANGUAGE FILM;Male;Germany;White;The Nasty Girl;FALSO
1990;1991;63;FOREIGN LANGUAGE FILM;Male;Italy;White;Open Doors;FALSO
1990;1991;63;MAKEUP;Male;Mich?©le Burke, Jean-Pierre Eychenne;White;Cyrano de Bergerac;FALSO
1990;1991;63;MAKEUP;Male;John Caglione, Jr., Doug Drexler;White;Dick Tracy;VERDADEIRO
1990;1991;63;MAKEUP;Female;Ve Neill, Stan Winston;White;Edward Scissorhands;FALSO
1990;1991;63;MUSIC (Original Score);Male;Randy Newman;White;Avalon;FALSO
